"https://moncler-cdn.thron.com/delivery/public/image/moncler/I20971A00040M1815P18_X/dpx6uv/std/1024x1536/giacca-da-sci-brizon.jpg?scalemode=centered&adjustcrop=reduce&quality=80&format=WEBP","MONCLER GRENOBLE GIACCA DA SCI BRIZON","M","Ideata per assicurare la massima libertà di movimento sulle piste, la giacca da sci Brizon è realizzata in tessuto 4 way stretch. Le cuciture termonastrate, il cappuccio con visore rigido, la ghetta e le zip impermeabili ti proteggeranno dal vento e dalla neve. Le pratiche tasche per skipass e maschera e il riflettore di salvataggio rendono la giacca un capo imprescindibile per la montagna.","1.500,00"
"https://moncler-cdn.thron.com/delivery/public/image/moncler/56901ML0215M00001001_R/dpx6uv/std/768x1152/maschera-da-sci.jpg?scalemode=centered&adjustcrop=reduce&quality=80&format=WEBP","MONCLER GRENOBLE MASCHERA DA SCI","UNISEX","Pensata per la montagna, questa maschera da sci presenta montatura e lenti nere. Facile da indossare sia sopra che sotto il casco, la fascia regolabile logata mantiene salda la mascherina da sci per garantire una tenuta perfetta sulle piste.","350,00"
"https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A5360068950999_E/dpx6uv/std/360x540/piumino-corto-moncler-maya.jpg?scalemode=centered&adjustcrop=reduce&quality=80&format=WEBP","PIUMINO CORTO MONCLER MAYA","S","Simbolo del DNA Moncler, il piumino da uomo Moncler Maya è realizzato in nylon laqué lucido con l’iconica trapuntatura a boudin. Modello corto intramontabile che trascende stagioni e tendenze, si caratterizza per la silhouette d’impatto con cappuccio rimovibile e fondo del capo regolabile. Segno distintivo Moncler, il classico taschino applicato adorna la manica del Moncler Maya.","1.270,00"
"https://moncler-cdn.thron.com/delivery/public/image/moncler/I20918C0001383927999_X/dpx6uv/std/1024x1536/t-shirt-logata.jpg?scalemode=centered&adjustcrop=reduce&quality=80&format=WEBP","T-SHIRT LOGATA","XL","Facile da abbinare per creare look casual o ricercati, questa t-shirt dalla vestibilità slim presenta un collo a giro e maniche corte. Realizzata in jersey pesante, la t-shirt è impreziosita da un motivo a gocce.","250,00"
"https://moncler-cdn.thron.com/delivery/public/image/moncler/I20913B00036M1131034_X/dpx6uv/std/1024x1536/berretto-in-lana-tricolore.jpg?scalemode=centered&adjustcrop=reduce&quality=80&format=WEBP","BERRETTO IN LANA TRICOLORE","UNISEX","Questo berretto è un accessorio uomo realizzato in lana con lavorazione a costine. L’intarsio tricolore frontale aggiungerà un tocco grafico distintivo a qualsiasi look.","300,00"
"https://moncler-cdn.thron.com/delivery/public/image/moncler/I20911A00003595ZJ72I_X/dpx6uv/std/1024x1536/piumino-corto-lule.jpg?scalemode=centered&adjustcrop=reduce&quality=80&format=WEBP","PIUMINO CORTO LULE","XS","Realizzato in tessuti riciclati, il piumino Lule presenta l’iconica texture lucida Moncler. Perfetto per le mezze stagioni, presenta una chiusura con bottoni. La classica tasca applicata sulla manica è un ulteriore richiamo allo spirito del brand.","1.100,00"
